question,step,k,acc_mean,acc_std,n_full,n_partial,n_wrong,score_mean,score_var,score_std,iou_mean,iou_max,zero_acc_var,zero_score_var
"After the screen proclaims “The Revolution Is Here!”, how many games does the Corporate Champions Cup infographic state will be played?",158,16,0.9375,0.2421,15,0,1,1.6898,0.07472,0.2734,0.2523,0.75,0,0
"After the woman in a red tank top fails to balance and falls onto the grass, what coordinated activity do she and her companion later perform together out on the road?",174,16,0.9375,0.1654,14,2,0,1.7379,0.07394,0.2719,0.3004,0.7871,0,0
"After first striking the congas with his hands, what implement does the percussionist switch to using during the later, more intense part of the performance?",151,16,0.9375,0.2421,15,0,1,1.6718,0.07379,0.2716,0.2343,0.5,0,0
"Immediately after the dark-uniformed TSV Pfersee player’s shot beats the yellow-clad goalkeeper, what score does the scoreboard display between TSV Schwaben Augsburg and TSV Pfersee?",212,16,0.9375,0.2421,15,0,1,1.6902,0.07087,0.2662,0.2527,0.4599,0,0
"Just before the flutist begins playing and the pianist takes his seat, how do the two formally dressed musicians jointly acknowledge the audience?",182,16,0.9375,0.2421,15,0,1,1.8799,0.06862,0.262,0.4424,0.75,0,0
"After the two men finish aligning and smoothing a large white sheet on the floor, which colour sheet do they next hang on the wall?",142,16,0.9375,0.2421,15,0,1,1.7547,0.06733,0.2595,0.3172,0.8365,0,0
"After dropping from the monkey bars and crawling on the wood-chip ground, what playground structure does the boy climb next?",169,16,0.9375,0.2421,15,0,1,1.5145,0.06708,0.259,0.077,0.4611,0,0
"After Bruce Irons finishes his illuminated nighttime wave ride behind the support boat, which surfer appears next, paddling on the ocean surface before catching a wave?",171,16,0.9375,0.2421,15,0,1,1.9613,0.0668,0.2585,0.5238,0.8696,0,0
"Before the player later reaches down to turn the guitar’s knobs and step on floor pedals, what part of the guitar had earlier been shown in an extreme close-up?",199,16,0.9375,0.2421,15,0,1,1.6673,0.06657,0.258,0.2298,0.572,0,0
"Across both her on-stage hula-hoop act and her later figure-skating routines, what consistent color combination does the female performer wear?",204,16,0.9375,0.2421,15,0,1,1.7464,0.06575,0.2564,0.3089,0.4911,0,0
"Following the TV clip that shows a formally dressed man and woman, which video game’s loading screen appears next on the television?",140,16,0.9375,0.2421,15,0,1,1.6325,0.06348,0.252,0.195,0.4083,0,0
Which hair styling tool does the woman introduce to the camera in the hotel room immediately before she starts using the black hot air brush on her own hair?,206,16,0.9375,0.2421,15,0,1,2.1829,0.06225,0.2495,0.7454,0.95,0,0
"After the video displays the text ""Traditional Recurve Archery,"" what skill does the following biblical quote say the lad became expert in?",214,16,0.9375,0.2421,15,0,1,2.1765,0.06222,0.2494,0.739,0.8889,0,0
What prominently colored vehicle is seen parked by the rocky shoreline during the tranquil coastal shots that come after the windsurfing and sailing scenes?,191,16,0.9375,0.1654,14,2,0,2.0361,0.06125,0.2475,0.5986,0.8696,0,0
"Before the later scenes showing hands painting palm trees and leaves, which object does the woman in the opening studio segment repeatedly hold up while discussing her art?",152,16,0.9375,0.2421,15,0,1,2.2111,0.06103,0.247,0.7736,1.0,0,0
"After the dog is towel-dried but before it is brushed and rewarded with treats, what device does the caretaker use on the dog’s fur?",145,16,0.9375,0.2421,15,0,1,1.7206,0.06079,0.2465,0.2831,0.5263,0,0
Which appliance does the person employ to dry the sneaker immediately after untying its laces beneath the running water?,220,16,0.9375,0.2421,15,0,1,1.4454,0.06051,0.246,0.0079,0.1263,0,0
Whose image is shown on the cereal box that appears right before the scene of Korean archer Park Sung-soo gearing up to shoot?,146,16,0.9375,0.2421,15,0,1,1.6143,0.06018,0.2453,0.1768,0.5,0,0
What color is the spray canister that the person in the blue jacket picks up to apply after previously smoothing wax on the Madshus ski with a cloth?,155,16,0.9375,0.2421,15,0,1,1.9397,0.06011,0.2452,0.5022,0.8,0,0
"While the climber dressed in green ascends the rock face, what color jacket is worn by the person at the base who manages the rope?",167,16,0.9375,0.2421,15,0,1,1.4435,0.05987,0.2447,0.006,0.0952,0,0
"What two different wear-time durations are claimed for Dermablend products, first during Monsier Walzer’s description and later when the setting powder is mentioned?",227,16,0.9375,0.2421,15,0,1,1.5444,0.05816,0.2412,0.1069,0.12,0,0
What name identifies the British athlete first shown gazing ahead before his event and later interviewed on the track as the 2006 European Championship silver medalist?,179,16,0.9375,0.2421,15,0,1,1.5815,0.05803,0.2409,0.144,0.25,0,0
"Between the instructor’s tabletop explanations and the later close-ups of her knitting with red yarn, what fiber-craft is briefly demonstrated using maroon yarn and a hook?",163,16,0.9375,0.2421,15,0,1,1.4772,0.05289,0.23,0.0397,0.1075,0,0
What bold words are displayed over the rural landscape immediately before the scene of the family and their dog walking along the beach?,143,16,0.9375,0.2421,15,0,1,1.7887,0.05133,0.2266,0.3512,0.7778,0,0
"After the text instructs viewers to cool the ski for at least an hour, which tool does the man use next on the ski?",186,16,0.9375,0.2421,15,0,1,1.8366,0.0487,0.2207,0.3991,0.615,0,0
"After the group finishes filling out forms at the Sand Dollar Sports hut, what specific leisure activity are they next shown doing underwater?",195,16,0.9375,0.2421,15,0,1,1.7523,0.04323,0.2079,0.3148,0.5769,0,0
"After the bald man inspects the wave print beside the plant, which motivational poster does the camera later dwell on, and what color are the flowers in the vase on the nearby glass table?",149,16,0.9375,0.1654,14,2,0,1.5187,0.03779,0.1944,0.0812,0.2141,0,0
"After she finishes drying her roller-clipped hair with the medium-heat hairdryer, which body part does she gently massage with her hands?",226,16,0.9375,0.1654,14,2,0,1.9894,0.02925,0.171,0.5519,0.7791,0,0
"After gloved hands meticulously apply makeup to the seated woman near the beginning, what procedure do those same gloved hands later perform on her nose during the party?",175,16,0.9375,0.1654,14,2,0,1.4419,0.02818,0.1679,0.0044,0.0704,0,0
"After the early setup of Sorry! pawns, what kind of game pieces does the person later take from a tin box and spread across the table?",161,16,0.9062,0.2633,14,1,1,1.7855,0.24194,0.4919,0.3792,0.9581,0,0
"After the scene showing players resting among their badminton gear and two others rallying on the court, what image remains on screen at the very end of the video?",176,16,0.9062,0.2633,14,1,1,1.9567,0.16247,0.4031,0.5505,0.98,0,0
Which single word displayed on a black background directly precedes the moment when the title “FIRST 30” appears alongside four small sailing images?,192,16,0.9062,0.2633,14,1,1,1.7646,0.14556,0.3815,0.3583,0.7692,0,0
"During the studio scene where the artist alternates between speaking to an audience and painting, which instrument is played by one of the traditionally dressed onlookers?",137,16,0.9062,0.2633,14,1,1,1.5941,0.12665,0.3559,0.1878,0.6135,0,0
"After the skateboarder in a light-colored shirt successfully rides away from his rail slide near the glass-windowed building, what happens to the skateboarder in dark clothing who tries the same trick next?",198,16,0.9062,0.2633,14,1,1,1.5622,0.1233,0.3511,0.1559,0.62,0,0
"After the series of forest firefight scenes, in what sort of environment does the lone camouflaged player navigate immediately before the closing Yakuza Tactico Paintball logo appears?",210,16,0.9062,0.2633,14,1,1,1.7318,0.1225,0.35,0.3256,0.7526,0,0
"Immediately after the woman’s oversized gum bubble pops, what shared activity do the gathered women begin?",166,16,0.9062,0.2633,14,1,1,1.8524,0.12217,0.3495,0.4462,0.9091,0,0
Who is named as the British Ladies Open left arm champion after beating a man in an arm-wrestling match and later discussing techniques?,135,16,0.9062,0.2633,14,1,1,1.9012,0.12014,0.3466,0.495,0.8421,0,0
"In the strategic analysis segments where on-screen text explains the server’s positioning during break or game points, which specific opponent shot does the player expect and prepare for?",165,16,0.9062,0.2633,14,1,1,1.8462,0.11964,0.3459,0.44,0.9286,0,0
"After the diver recovers the lost sunglasses, what object is later held underwater while on-screen text states it ""Doesn't Biodegrade""?",153,16,0.9062,0.2633,14,1,1,1.9922,0.11687,0.3419,0.586,0.751,0,0
"During the bout, a piece of a fencer’s protective gear slips off, prompting the referee to stop the action and fix it. Which item does the referee readjust before the duel resumes?",157,16,0.9062,0.2633,14,1,1,1.7188,0.11471,0.3387,0.3125,0.7692,0,0
"What culturally traditional performance, featuring kilt-clad dancers moving in synchronized steps, takes place on the field between the earlier and later tug-of-war contests?",197,16,0.9062,0.2633,14,1,1,1.703,0.11462,0.3386,0.2967,0.6667,0,0
What kind of structure does the yellow kayak first pause beside and later paddle away from during its early journey?,162,16,0.9062,0.2633,14,1,1,1.8956,0.10717,0.3274,0.4894,0.7444,0,0
"Before the rider later races across the sandy track, what vehicle is visible strapped to the trailer being towed by the black UTV?",139,16,0.9062,0.2633,14,1,1,1.5981,0.10367,0.322,0.1919,0.3704,0,0
What two items are placed on opposite sides of the clogged sink drain before the hand points at one of them?,203,16,0.9062,0.1952,13,3,0,1.9931,0.09675,0.3111,0.5869,1.0,0,0
"Immediately after the maroon-uniformed players celebrate their point, what specific garment is worn by the woman who speaks about the conference schedule?",194,16,0.9062,0.2633,14,1,1,1.8447,0.09594,0.3097,0.4384,0.7857,0,0
"After the woman wins her arm-wrestling match and raises her arm in celebration, what object does the shirtless man carry while walking around the venue?",236,16,0.9062,0.2633,14,1,1,2.037,0.09465,0.3077,0.6307,0.87,0,0
Which prop that the dancer actively twirls early in the performance later appears lying unused on the courtyard floor during subsequent scenes?,232,16,0.9062,0.2633,14,1,1,2.0609,0.07963,0.2822,0.6547,0.9091,0,0
"Before sealing the shaker, which two liquids and their measured amounts does the bartender pour into it?",172,16,0.9062,0.1952,13,3,0,1.887,0.0749,0.2737,0.4808,0.8238,0,0
"When the scene switches to the man in the office, what parking restriction is written on the sign displayed behind him?",139,16,0.9062,0.2633,14,1,1,1.4062,0.06934,0.2633,0.0,0.0,0,0
What partially finished object does the hand pick up right after the introductory title text disappears and the scene shifts to the wooden table?,177,16,0.9062,0.1952,13,3,0,1.8561,0.06202,0.249,0.4498,0.6667,0,0
What patterned accessory does the stylist finally place over the finished heart-shaped braids to secure the style?,212,16,0.9062,0.1952,13,3,0,1.8962,0.04866,0.2206,0.49,0.6682,0,0
"Instead of standing on the shoreline like earlier spectators, where do the two people watch from while the man later walks the slackline high over the lake?",239,16,0.9062,0.1952,13,3,0,2.0595,0.04493,0.212,0.6532,0.8412,0,0
"During back-to-back scenes of the woman using the Octane Fitness elliptical beside the instructor, what two benefit statistics are shown in the on-screen text overlays?",163,16,0.9062,0.1952,13,3,0,1.7673,0.03161,0.1778,0.3611,0.5022,0,0
"In the Bavarian Championship portion, after the female weightlifter’s failed attempt with the 75 kg barbell, which heavier weight does she successfully lift overhead?",236,16,0.875,0.3307,14,0,2,1.9093,0.31617,0.5623,0.5343,0.9375,0,0
"After completing his work on the wheel hub assembly indoors, into what container outside the garage does the mechanic discard some of the removed parts?",198,16,0.875,0.3307,14,0,2,1.6642,0.29868,0.5465,0.2892,0.9018,0,0
"After the camera discovers a book titled 'Do It!' tucked beneath a cushion, what title appears on the magazine that someone tapes on the couch?",179,16,0.875,0.3307,14,0,2,1.6883,0.27664,0.526,0.3133,0.9625,0,0
"After the boy in a red shirt loses the arm-wrestling match, what color sleeveless top does the next challenger wear?",201,16,0.875,0.3307,14,0,2,1.8424,0.24661,0.4966,0.4674,0.9,0,0
"What is the color of the kayak that Carly Rojas steadies while helping someone climb in, and what color is the kayak paddled by the boy who later navigates around the large inflatable obstacle?",151,16,0.875,0.2795,13,2,1,1.8521,0.23478,0.4845,0.4771,0.8731,0,0
"Which object is successively inserted into the sink drain to prevent clogs, later adjusted while water flows, and finally removed to reveal caught debris?",137,16,0.875,0.3307,14,0,2,1.9362,0.222,0.4712,0.5612,0.7821,0,0
"During the various living room panoramas, which video-game device is repeatedly shown resting on the glass coffee table among the snacks and other items?",147,16,0.875,0.3307,14,0,2,1.8307,0.21356,0.4621,0.4557,0.8299,0,0
"After showing the woman gesturing to colorful cookbook pages of carrots and greens, what object by the window does the camera later inspect and touch?",170,16,0.875,0.3307,14,0,2,1.786,0.20594,0.4538,0.411,0.7143,0,0
What number is painted on the long canoe that first carries a pink flag at its bow and later paddles alongside the canoe marked 57?,215,16,0.875,0.3307,14,0,2,1.8854,0.19215,0.4384,0.5104,0.8787,0,0
"At the start of the beer pong tournament, a scoreboard beside the Miller Lite banner lists the prize for the competition; after the winning team later hugs in celebration, what dollar amount had that scoreboard displayed?",183,16,0.875,0.3307,14,0,2,1.353,0.18221,0.4269,0.0092,0.0893,0,0
"After the athlete tapes her wrist and speaks to the camera, which throwing event does she go on to perform in the indoor venue?",161,16,0.875,0.3307,14,0,2,1.8962,0.1774,0.4212,0.5212,0.9212,0,0
What happens on the shrub-lined white runway right after the envelope is placed in the bright Veuve Clicquot mailbox?,181,16,0.875,0.2795,13,2,1,2.081,0.17077,0.4132,0.706,1.0,0,0
Which item that first sits on the wooden desk beside the smartphone later turns up next to the couch in the living-room scenes?,232,16,0.875,0.3307,14,0,2,1.6711,0.17072,0.4132,0.2961,0.5795,0,0
"What product, first exhibited as a red can she slowly turns while discussing brushes, does the woman later reach for after fully blow-drying her hair?",156,16,0.875,0.3307,14,0,2,1.7873,0.16061,0.4008,0.4123,0.9539,0,0
"After laying the black pants on the straw, what object does the person lift and carry together with the gathered clothes while walking across the rooftop?",189,16,0.875,0.3307,14,0,2,1.5779,0.15583,0.3948,0.2029,0.5,0,0
"After first drying her hair earlier in the video, which household appliance does the woman later pretend to sing into like a microphone?",138,16,0.875,0.3307,14,0,2,1.8569,0.15221,0.3901,0.4819,0.7238,0,0
"Following the segment where the pianist performs “What a Friend We Have in Jesus” on a grand piano, what kind of piano appears when the screen shows the words “Keep on the Firing Line”?",216,16,0.875,0.3307,14,0,2,1.7285,0.13757,0.3709,0.3535,0.55,0,0
"After the woman finishes tapping white body paint over the latex, which color paint does she apply next using a different brush?",146,16,0.875,0.3307,14,0,2,1.4783,0.13341,0.3653,0.1033,0.2588,0,0
"After the woman pins her hair into an elevated bun in the step-by-step tutorial, which styling tool does she use next, before later switching to a curling iron?",152,16,0.875,0.3307,14,0,2,1.5542,0.13164,0.3628,0.1792,0.3448,0,0
"While the shoe rests on a wooden block, which body part does the shoeshiner use to buff the leather after rubbing the polish with a cloth but before switching to a rag?",165,16,0.875,0.2795,13,2,1,1.5088,0.12608,0.3551,0.1338,0.6061,0,0
What appears onscreen immediately after the yellow-shirted badminton player and her green-shirted opponent finish their rally with a handshake at the net?,201,16,0.875,0.2795,13,2,1,1.6933,0.12529,0.354,0.3183,0.67,0,0
"Before the plank is cut with a blade that throws off sawdust, through what machine is it first guided to smooth its surface?",203,16,0.875,0.3307,14,0,2,1.9146,0.12389,0.352,0.5396,0.8197,0,0
"While the person leaves the quiet living room and heads down the hallway before entering the busy office, what dominant color covers the mountain-shaped mural on the corridor wall they walk past?",222,16,0.875,0.3307,14,0,2,1.6513,0.11751,0.3428,0.2763,0.5,0,0
"When the packaged Pumpkin Gutter is shown beside whole pumpkins and later a metal rod is attached to a drill to scrape the hollowed pumpkin, what protective surface are all these actions performed on?",148,16,0.875,0.2795,13,2,1,1.8753,0.11638,0.3412,0.5003,0.9617,0,0
"Following the initial preparation sequence with Brian Drake on the one-meter board, later scenes show divers at a pool whose wall has a depth label; which single word marks the pool’s depth?",206,16,0.875,0.3307,14,0,2,1.4244,0.11449,0.3384,0.0494,0.2128,0,0
"After the two adult players end their match with a handshake, whom does the adult player rally with in the following scene inside the court?",188,16,0.875,0.3307,14,0,2,1.4809,0.1143,0.3381,0.1059,0.4912,0,0
"During the portion where the belly dancer performs in front of four judges rather than three, which traditional drumming instrument is mentioned in the on-screen text?",218,16,0.875,0.3307,14,0,2,2.0078,0.11405,0.3377,0.6328,0.8312,0,0
What color jacket does the skier wear when the video returns outdoors immediately after the indoor discussion between the two men?,201,16,0.875,0.3307,14,0,2,1.5537,0.1139,0.3375,0.1787,0.4,0,0
"After the man casually walks through the bright living room past the exercise gear, what device does a hand later point a remote control toward?",177,16,0.875,0.3307,14,0,2,1.375,0.10938,0.3307,0.0,0.0,0,0
"After the women finish examining the hair-dye tube and the small bottle, which item does the blonde woman later display and simulate using by drawing on it?",189,16,0.875,0.3307,14,0,2,1.7398,0.10876,0.3298,0.3648,0.5556,0,0
"When the brown-and-white dog that later stands on the green picnic table is receiving a belly rub earlier in the video, what kind of surface is it lying on?",150,16,0.875,0.3307,14,0,2,1.6172,0.10796,0.3286,0.2422,0.6667,0,0
What hand-held tool is used both when the man slices non-woven wallcovering along a straight edge early on and when he later trims a thin wooden strip on the table?,153,16,0.875,0.3307,14,0,2,2.0735,0.10665,0.3266,0.6985,0.954,0,0
"After a tractor hoists the giant pumpkin into a metal support frame, what does the man lying beneath that frame subsequently do to the pumpkin?",221,16,0.875,0.2795,13,2,1,1.8734,0.1036,0.3219,0.4984,0.8696,0,0
"Following the scene where the gray-haired woman stands motionless with her hands on her hips in a medical office, what detailed activity does she demonstrate at the stainless steel sink later in the video?",165,16,0.875,0.2165,12,4,0,2.201,0.09881,0.3143,0.826,0.9659,0,0
What two colors are painted on the railings of the high platform where the man in black athletic wear edges forward before his bungee jump over the arid landscape?,230,16,0.875,0.2165,12,4,0,2.132,0.09855,0.3139,0.757,1.0,0,0
What piece of furniture does the woman stand behind while presenting with her phone that the young person later sits on when using a smartphone?,201,16,0.875,0.2795,13,2,1,1.4157,0.09324,0.3054,0.0407,0.2133,0,0
"After completing handstands, cartwheels, and splits on the wooden floor stage, what object does the gymnast pick up to continue her routine?",213,16,0.875,0.3307,14,0,2,1.4403,0.09092,0.3015,0.0653,0.2,0,0
Which team name briefly appears onscreen after the young player rushes forward to deliver her serve but before the woman with a microphone starts talking on another court?,181,16,0.875,0.2795,13,2,1,1.375,0.07812,0.2795,0.0,0.0,0,0
"After initially only rotating and stretching the yellow knitted fabric with bare hands, which tool do the hands later employ to form additional stitches in the fabric?",212,16,0.875,0.2165,12,4,0,1.6441,0.07762,0.2786,0.2691,0.7692,0,0
Which whisky label is on the bottle the man uses when he pours some into a glass and then into his hand before rubbing his palms together?,174,16,0.875,0.2165,12,4,0,1.9266,0.06308,0.2511,0.5516,0.7667,0,0
"What color cloth covers the table in the early adult haircut scene, and what is the main wall color in the later haircut scenes with the young boy?",222,16,0.875,0.2165,12,4,0,2.2037,0.06059,0.2462,0.8287,0.9316,0,0
"In Jamie Oliver’s sequence, how many milliliters of tonic water does he add compared with the gin he first measures, and which amount is greater?",181,16,0.875,0.2165,12,4,0,2.1577,0.05111,0.2261,0.7827,0.9851,0,0
"Earlier in the video, before the man eventually sets his phone aside to speak, which labeled product container does he hold up close to the camera?",221,16,0.875,0.2165,12,4,0,1.6151,0.04586,0.2142,0.2401,0.3722,0,0
"During the sequence where a woman uses an electric jigsaw to shape a pumpkin on a blue-covered table, what drink is the man beside her shown sipping?",217,16,0.8438,0.3409,13,1,2,1.6886,0.22797,0.4775,0.3449,0.7042,0,0
"Before red arrows illustrate upward airflow during ironing, which two operating modes of the blue ironing board are demonstrated using its control panel?",179,16,0.8438,0.2915,12,3,1,1.8114,0.19512,0.4417,0.4676,0.9303,0,0
"Which poster is later measured with a tape after its abbreviation ""WCD"" has been written earlier on lined paper?",179,16,0.8438,0.3409,13,1,2,1.71,0.17818,0.4221,0.3662,0.5808,0,0
What visual elements appear on the screen just before the violinist in the blue gown enters and begins her performance?,147,16,0.8438,0.2318,11,5,0,1.9972,0.1699,0.4122,0.6534,1.0,0,0
What material does the person place along the wall’s baseboard and later unroll along the bottom edge of the abstract canvas?,238,16,0.8438,0.3409,13,1,2,1.8776,0.15903,0.3988,0.5339,0.8889,0,0
"After the gloved fingers twist gently to break suction and remove the lens, which labeled product is shown being used to fill the lens’s concave surface with viscoelastic solution?",202,16,0.8438,0.3409,13,1,2,1.6271,0.15199,0.3899,0.2834,0.5076,0,0
"After the elliptical’s paused timer counts down from 28 seconds, what labeled summary screen appears to signal the conclusion of the session?",235,16,0.8438,0.3409,13,1,2,1.7971,0.12789,0.3576,0.4846,0.5727,0,0
"After the initial hookah-setup conversation, what specific shape do the participants repeatedly create with their exhaled smoke in the subsequent darker scenes?",206,16,0.8438,0.3409,13,1,2,1.8537,0.12621,0.3553,0.5099,0.89,0,0
What object promoting social distancing lies on the floor directly in front of the automatic doors just before the view expands to show bicycles outside?,223,16,0.8438,0.3409,13,1,2,1.6105,0.12203,0.3493,0.2668,0.35,0,0
"After the woman finishes speaking, from what elevated surface does the male instructor lead the cycling class while riding his stationary bike?",147,16,0.8438,0.3409,13,1,2,1.4036,0.1201,0.3466,0.0598,0.2511,0,0
"After raking leaves in the yard, what distinctive garment is the same person wearing when he later turns toward the camera and wields the rake like a weapon?",156,16,0.8438,0.2915,12,3,1,1.9123,0.10928,0.3306,0.5686,0.8222,0,0
"When the man demonstrates the device labeled by on-screen text as an ""optical tracing system"" while holding a rod with optical markers, what kind of virtual landscape is shown on the large projection screen behind him?",224,16,0.8438,0.2915,12,3,1,2.0052,0.08932,0.2989,0.6614,0.8333,0,0
What brand name appears both on the cookbook shown beside the chefs at the start and on the bag of gigli pasta the woman later breaks apart?,199,16,0.8438,0.2915,12,3,1,2.1255,0.08676,0.2945,0.7817,0.9944,0,0
"While the man steers the lawn mower around the tree near the end of the video, what vehicle briefly passes by on the street in the background?",172,16,0.8438,0.2915,12,3,1,1.3484,0.08672,0.2945,0.0046,0.0737,0,0
"What synchronized activity are the two men performing immediately before the video briefly shows three shirtless men tossing medicine balls, and what do they resume doing right afterward?",205,16,0.8438,0.2318,11,5,0,1.5799,0.07637,0.2764,0.2362,0.3968,0,0
"During the whimsical forest scene featuring a friendly owl above the trees, what patterned garment does the lower character wear that the artist meticulously details?",193,16,0.8438,0.2318,11,5,0,1.4513,0.05497,0.2345,0.1075,0.3217,0,0
What title is printed on the large ceremonial check presented to the bowler who earlier delivered the ball to the red-uniformed batsman?,239,16,0.8438,0.2318,11,5,0,2.0261,0.04481,0.2117,0.6823,0.8811,0,0
"Which athlete is shown first preparing with a handheld weight, then making two barbell lift attempts—the second ending in a drop—and later completing his final shot put throw?",162,16,0.8125,0.3903,13,0,3,1.9643,0.43404,0.6588,0.6518,0.96,0,0
Which logo is displayed almost immediately after the glowing orange play button appears and is shown again in the final static frame of the video?,204,16,0.8125,0.3903,13,0,3,2.0949,0.29897,0.5468,0.7824,1.0,0,0
"After the athlete leaps over the chair and hangs from the rim, through what floor-based training apparatus does he immediately run his footwork drills?",195,16,0.8125,0.3903,13,0,3,1.6043,0.28198,0.531,0.2918,0.7143,0,0
"Which object, depicted beside the red “MDAUS” text in the opening logo, later appears in real form loaded onto the barbell the athlete lifts?",237,16,0.8125,0.3903,13,0,3,1.9743,0.27315,0.5226,0.6618,0.9828,0,0
Which brand’s logo on a black background is shown immediately before the first appearance of the man in a cap and hoodie speaking beside a brick wall with his laptop?,191,16,0.8125,0.3903,13,0,3,1.645,0.25767,0.5076,0.3325,0.825,0,0
"When the two men emerge outdoors and shake hands to start their rock-paper-scissors duel after the black “VS” screen, what color T-shirt is worn by the man opposing the one in the black graphic shirt?",182,16,0.8125,0.3903,13,0,3,1.7316,0.25685,0.5068,0.4191,0.875,0,0
"Which grooming product is repeatedly spread over the seated man's leg—first by himself, later by a child, and eventually by a woman—before a can labeled “Sally Hansen” appears for waxing?",196,16,0.8125,0.3903,13,0,3,1.9746,0.21044,0.4587,0.6621,0.9669,0,0
How many points does Yakov add between his early 1–0 advantage and the later scoreboard tie of 4–4 against Ethan?,175,16,0.8125,0.3903,13,0,3,2.1755,0.19617,0.4429,0.863,0.9467,0,0
"When the wrestling transitions from the bed covered by a red blanket to the carpeted floor later in the video, what colored book or notebook is visible lying nearby?",229,16,0.8125,0.3903,13,0,3,1.4699,0.19385,0.4403,0.1574,0.34,0,0
"Which cylindrical object, labeled for water-repellent and stain-resistant use, is highlighted after the red and black paint samples and before the hand presents the brown leather shoe with the red conditioner can?",190,16,0.8125,0.348,12,2,2,1.6814,0.18404,0.429,0.3689,0.8571,0,0
"After the lemon juice has been squeezed, what type of substance is later scooped from a glass jar and added to the yellow drink on the cutting board?",156,16,0.8125,0.3903,13,0,3,1.747,0.17046,0.4129,0.4345,0.5966,0,0
"After the woman first presents the “Uncommon” hair product while transforming her curls, which brand of hair elastics does she later showcase before finishing her high bun?",187,16,0.8125,0.348,12,2,2,1.4618,0.16536,0.4066,0.1493,0.3044,0,0
What green object is visible above the wooden fence outside before the scene moves indoors to the client’s shoulder being prepared with transfer tape?,200,16,0.8125,0.2997,11,4,1,2.1466,0.16327,0.4041,0.8341,1.0,0,0
"After skillfully steering through the rapids, which object that had served for navigation do the rafters hold aloft while cheering?",160,16,0.8125,0.348,12,2,2,1.3921,0.16101,0.4013,0.0796,0.2857,0,0
"After the man in the park falls onto a cushioned mat and resumes slacklining, what color shirt does the slackliner wear in the next wooded scene?",179,16,0.8125,0.3903,13,0,3,1.3304,0.16089,0.4011,0.0179,0.1429,0,0
"What electronic device, first seen attached to the fisherman’s setup and later shown resting on a stool, helps him detect fish beneath the ice?",182,16,0.8125,0.3903,13,0,3,1.6264,0.16074,0.4009,0.3139,0.4809,0,0
"After the player in a black shirt loses possession to two light-blue-shirted defenders on the nighttime court, what exact text appears on the subsequent black screen?",183,16,0.8125,0.2997,11,4,1,1.4524,0.15572,0.3946,0.1399,0.4545,0,0
"After the red-jacketed skier completes smooth turns on the lower slope, what colour jacket does the skier wear who later demonstrates linked turns for speed control on the steeper section?",197,16,0.8125,0.3903,13,0,3,2.0096,0.15528,0.3941,0.6971,0.9621,0,0
"After soaring off the steep ramp during the daytime lake event, what happens to the water skier when he reaches the makeshift landing platform built from stacked barrels and debris?",186,16,0.8125,0.348,12,2,2,1.465,0.15457,0.3932,0.1525,0.4,0,0
Which piece of safety equipment is first shown hanging on the wall in the initial indoor gear room and later worn by the people leaping from the bridge?,198,16,0.8125,0.348,12,2,2,1.6312,0.1529,0.391,0.3187,0.9589,0,0
"After the children who earlier spelled out “I ♥ MUSIK” on their white T-shirts gather at the railing to receive small items, what color shirts are the adults distributing those items wearing?",185,16,0.8125,0.3903,13,0,3,1.3125,0.15234,0.3903,0.0,0.0,0,0
"During both the portions where the woman stands beside the stationary bike and the ones where she pedals it, what gym equipment is consistently visible neatly racked beneath the “GO HARD.” sign in the background?",231,16,0.8125,0.3903,13,0,3,1.4928,0.15068,0.3882,0.1803,0.2455,0,0
Which two colors make up the patterned cloth draped over the upright piano that is seen both during the girl's solo performance and during the later group gathering where onlookers clap along?,154,16,0.8125,0.2997,11,4,1,1.9186,0.14888,0.3859,0.6061,0.7877,0,0
"While the blue-clad athlete wearing number 097 begins her long-jump run, which British competitor is simultaneously filmed making her fifth javelin throw?",226,16,0.8125,0.348,12,2,2,1.6954,0.14166,0.3764,0.3829,0.6667,0,0
"After the man identified as Travis Doran finishes his red-cup drink and talks to the camera, what machine is later shown stationed on the grassy shore, pulling skiers across the lake?",180,16,0.8125,0.348,12,2,2,1.3542,0.14097,0.3755,0.0417,0.252,0,0
"Before Adrien Lecomte’s name appears, which word sits between two glowing eye-like shapes, and what brand name is printed on the red T-shirt of the rider later adjusting his mountain bike in the forest?",137,16,0.8125,0.2421,10,6,0,1.781,0.13776,0.3712,0.4685,0.8664,0,0
"In the video, the man first loses his balance and falls off an object, but later he sits on that same object while conducting imaginary music with his arms; what is the shared object?",141,16,0.8125,0.2997,11,4,1,1.5407,0.12318,0.351,0.2282,0.5091,0,0
Which color is the cloth the man first uses to scrub the kitchen sink and later to wipe down the large knife?,195,16,0.8125,0.3903,13,0,3,1.9848,0.12024,0.3468,0.6723,0.9094,0,0
"During the sudden blurred interlude that interrupts the man's explanation, what exact phrase is shown repeatedly on the screen?",184,16,0.8125,0.348,12,2,2,1.7576,0.11922,0.3453,0.4451,0.7143,0,0
What appears on screen between the initial turbulent water sequence and the moment the man first sits at the table with the shoe-care products?,171,16,0.8125,0.2421,10,6,0,1.7376,0.11552,0.3399,0.4251,0.9105,0,0
"After the two men finish untangling the rope in the yard, what activity does a woman help a young child do next?",172,16,0.8125,0.348,12,2,2,1.4781,0.11438,0.3382,0.1656,0.3407,0,0
